ΚΩΔ.,ΡΑΦΙ,ΤΕΜ .,ΚΑΛΛΙΤΕΧΝΗΣ,ΤΙΤΛΟΣ
BB 1164,H22,1,Bjorn Baar ,Uptown Pub 
BB 1165,H22,1,Bjorn Baar ,Dance Time 
BB 1166,H22,1,Bjorn Baar ,After Work 
BB 1167,O1A,1,Bjorn Baar ,Ciao 
BB 1168,O1A,1,Bjorn Baar ,Amore
BB 1171,Q17,1,Bjorn Baar , Falling In Love 
BB 1172,Q17,1,,
BB 1179,H22,1,Bjorn Baar ,Boat Trip To Messina 
BB 1180,H22,1,Bjorn Baar ,A Night In Paris 
BB 1181,Q17,1,Bjorn Baar ,Meet You In Milan 
BB 1182,Q17,1,Bjorn Baar ,Dinner In Longueville 
BB 1232,Q17,1,Bjorn Baar ,Pomodoro San Giusto 
BB 1264,Q17,1,Bjorn Baar ,Uptown Pub 
BB 1265,Q17,1,Bjorn Baar ,Dance Time 
BB 1266,Q17,1,Bjorn Baar ,After Work 
BB 1280,Q17,1,Bjorn Baar ,A Night In Paris 
BB 1283,I5,1,Bjorn Baar ,Asian Kitchen
BB 1284,I5,1,Bjorn Baar , Mexican Kitchen 
BB 1285,I5,1,Bjorn Baar ,American Diner 
BB 1286,I5,1,Bjorn Baar ,Cucina Italiana 
BB 1513,I5,1,Bjorn Baar ,True Love I
BB 1514,I5,1,Bjorn Baar ,True Love II
BB 1516,I5,1,Bjorn Baar , True Love IV 
BC 6722,B18,1,Brian Carter ,Abstract Manhattan 
BC 6723,B18,2,Brian Carter , Abstract New York City 
BE 1001,W11,4,Beatrice ,Lunaria Annua I
BE 1002,W11,3,Beatrice ,Lunaria Annua II
BF 4985,V24,2,Brian Francis , The Flower Garden II
BF 4986,V24,1,Brian Francis , The Flower Garden III
BF 5782,B20,2,Brian Francis ,Poppies In Rhythm I
BF 5783,B20,1,Brian Francis ,Poppies In Rhythm II
BF 5968,T17,1,Brian Francis , Audition 
BF 5969,N16,2,Brian Francis ,Take Two I
BF 5970,N16,2,Brian Francis ,Take Two II
BF 6075,T16,1,Brian Francis ,Magnetism I
BF 6077,T16,4,Brian Francis ,Vibe I
BF 6078,T16,4,Brian Francis ,Vibe II
BG 1001,M9,1,Barry Grey ,Sweet Basket 
BG 1002,M9,2,Barry Grey ,Charming
BG 1003,W11,1,Barry Grey , Classic Enchantment
BG 1005,S2,1,Barry Grey ,Still Room 
BG 1006,S2,1,Barry Grey ,Isn't She Pretty 
BG 1007,S2,1,Barry Grey ,Lean On Me 
BG 1008,S2,1,Barry Grey ,Charming Mood 
BG 1101,P1,1,Barry Grey ,Sweet Basket 
BG 1102,P1,1,Barry Grey ,Charming 
BG 1103,Q1,1,Barry Grey , Classic Enchantment
BG 1104,Q1,1,Barry Grey ,Melon & Things 
BG 1105,H22,1,Barry Grey ,Still Room
BG 1106,H22,1,Barry Grey ,Isn't She Pretty 
BG 1107,H22,1,Barry Grey ,Lean On Me 
BG 1108,H22,1,Barry Grey ,Charming Mood 
BG 1501,I5,1,Barry Grey ,Sweet Basket 
BG 1502,I5,1,Barry Grey ,Charming 
BG 1506,I5,1,Barry Grey ,Isn't She Pretty 
BL 275,B19,17,Bernardino Luini , Angeli Musicanti 
BMP 307,C14,9,Marti Bofarull ,Sailboats In Manhattan II
BN 5170,V25,2,Brent Nelson , Elevate I
BN 5171,L1,2,Brent Nelson ,Escalate 
BN 5172,V25,2,Brent Nelson , Elevate II 
BN 5174,B26,1,Brent Nelson ,Buoyant 
BN 5504,B23,1,Brent Nelson ,By The Way I
BN 5505,B23,1,Brent Nelson ,By The Way II
BN 5883,B23,2,Brent Nelson ,Yes I
BN 5884,B23,2,Brent Nelson ,Yes II
BN 6369,L3,2,,
BN 6867,C1,2,Brent Nelson , Full Circle 
BN 6868,C1,2,Brent Nelson , Passing By 
BRO 1001,H1,1,Elizabeth Brownd,White Lilly Montage 
BRO 1002,H1,1,Elizabeth Brownd, Magnolia Montage 
BRP 306,C14,17,Winn Devon ,Seattle 
CA 1001,W11,17,Claudio Ancilotti ,Gubbio 
CA 1002,W11,28,Claudio Ancilotti ,Lucca
CA 1015,W12,1,Claudio Ancilotti ,Orchid I
CA 1016,W12,1,Claudio Ancilotti ,Orchid II
CA 1017,S3,4,,
CA 1018,S3,3,,
CA 1019,M2,59,Claudia Ancilotti ,Tosca 
CA 1021,M3,12,Claudia Ancilotti ,Sicilia
CA 1022,M3,12,Claudia Ancilotti ,Toscana 
CA 1023,S3,35,Claudia Ancilotti ,Giulia 
CA 1024,S3,34,Claudia Ancilotti ,Venezia 
CA 1025,S22,13,Claudia Ancilotti ,Carmen 
CA 1026,S22,2,Claudia Ancilotti ,Arabella 
CA 1028,S22,7,Claudia Ancilotti ,Palma 
CA 1030,S22,3,Claudia Ancilotti , Olivo
CA 1031,M3,4,Claudia Ancilotti ,Rossini
CA 1032,S22,1,Claudia Ancilotti , Pucchini 
CA 1035,S22,1,Claudia Ancilotti ,Limone 
CA 1037,S22,2,Claudia Ancilotti , Fico 
CA 1038,S22,1,Claudia Ancilotti ,Melogranoi 
CA 1040,N1,1,Claudia Ancilotti ,Ortensia 
CA 1045,N1,1,Claudia Ancilotti ,Carciofo 
CA 1050,W12,1,Claudia Ancilotti ,Raffael
CA 1051,W12,1,Claudia Ancilotti ,Canova 
CA 1061,W12,1,Claudia Ancilotti ,Boccaccio 
CA 1062,W12,4,Claudia Ancilotti , Pascoli 
CA 1064,W12,4,Claudia Ancilotti ,Leopardi 
CA 1065,S22,1,Claudia Ancilotti ,Lavanda
CA 1066,S22,1,Claudia Ancilotti ,Amello 
CA 1067,S22,1,Claudia Ancilotti , Ginestra 
CA 1068,S22,1,Claudia Ancilotti ,Pratolina 
CA 1069,S22,1,Claudia Ancilotti , Riommaggiore 
CA 1070,M4,1,Claudia Ancilotti ,Monte Rosso Al Mare 
CA 1071,S22,5,Claudia Ancilotti , Manarola 
CA 1072,M4,3,Claudia Ancilotti ,Vernazza
CA 1075,V2,1,Claudia Ancilotti ,Perugia 
CA 1076,V2,1,Claudia Ancilotti ,Orvieto
CA 1078,W12,1,Claudia Ancilotti ,Calabria 
CA 1079,M4,1,Claudia Ancilotti ,Umbria 
CA 1080,M4,1,Claudia Ancilotti ,Veneto 
CA 1082,S22,1,Claudia Ancilotti , Umbria 
CA 1083,T1,1,Claudia Ancilotti ,Campania
CA 1084,W12,2,Claudia Ancilotti ,Fortuna 
CA 1085,W12,4,Claudia Ancilotti ,Juno 
CA 1086,W12,8,Claudia Ancilotti ,Venus 
CA 1087,W12,   K,,
CA 1090,W12,6,Claudia Ancilotti ,Di Tutto Cuore 
CA 1091,W12,4,Claudia Ancilotti ,Amore Mio 
CA 1096,W13,1,Claudia Ancilotti ,Pinot Bianco 
CA 1097,W13,2,Claudia Ancilotti , Montelpulciano 
CA 1101D,P2,6,Claudia Ancilotti ,Gubbio 
CA 1102D,P2,25,Claudia Ancilotti ,Lucca
CA 1103,P2,31,Claudia Ancilotti ,Lilla 
CA 1104,P2,33,Claudia Ancilotti ,Giglio
CA 1113,N1,1,Claudia Ancilotti ,Tower Of Babylon 
CA 1135,H22,1,Claudia Ancilotti ,Limone 
CA 1136,H22,1,Claudia Ancilotti ,Arancia 
CA 1140,Q1,3,Claudia Ancilotti ,Ortensia 
CA 1141,Q1,1,Claudia Ancilotti ,Giglio Bianco 
CA 1144,Q1,1,Claudia Ancilotti , Zucca 
CA 1145,Q1,1,Claudia Ancilotti ,Carciofo 
CA 1146,Q1,1,Claudia Ancilotti ,Melanzana 
CA 1161,P3,1,Claudia Ancilotti ,Boccaccio 
CA 1165,H22,0,,
CA 1166,H22,0,,
CA 1167,H22,1,Claudia Ancilotti ,Ginestra 
CA 1168,H22,1,Claudia Ancilotti ,Pratolina 
CA 1173,V2,2,Claudia Ancilotti ,Firenze 
CA 1174,V2,1,Claudia Ancilotti , Verona 
CA 1175,O1A,4,Claudia Ancilotti ,Perugia 
CA 1179,S22,1,Claudia Ancilotti , Umbria 
CA 1180,S22,1,Claudia Ancilotti ,Veneto 
CA 1184,P3,4,Claudia Ancilotti ,Fortuna 
CA 1185,P3,1      K,,
CA 1186,P3,2,Claudia Ancilotti ,Venus 
CA 1187,P3,4,Claudia Ancilotti ,Minerva 
CA 1189,H22,1,Claudia Ancilotti ,Eternita 
CA 1190,Q1,5,Claudia Ancilotti ,Di Tutto Cuore 
CA 1191,Q1,4,Claudia Ancilotti ,Amore Mio 
CA 1196,Q1,1,Claudia Ancilotti ,Pinot Bianco 
CA 1227,P3,1,Claudia Ancilotti ,Cocco
CA 1228,P3,1,Claudia Ancilotti ,Palma 
CA 1243,H2,1,Claudia Ancilotti ,Zucchine  
CA 1244,H2,1,Claudia Ancilotti ,Zucca 
CA 1245,H2,1,Claudia Ancilotti ,Carciofo 
CA 1246,H2,1,Claudia Ancilotti ,Melanzana 
CA 1247,T11,1,Claudia Ancilotti ,Agilo 
CA 1248,T11,1,Claudia Ancilotti ,Reperoncini
CA 1249,T11,1,Claudia Ancilotti ,Cipolla
CA 1251,Q17,1,Claudia Ancilotti ,Canova 
CA 1252,Q17,1,Claudia Ancilotti ,Giotto 
CA 1269,P3,8,Claudia Ancilotti ,Riomaggiore
CA 1271,P3,1,Claudia Ancilotti ,Manarola 
CA 1273,O1A,1,Claudia Ancilotti ,Firenze 
CA 1274,O1A,1,Claudia Ancilotti ,Verona 
CA 1275,I6,1,Claudia Ancilotti ,Perugia 
CA 1276,I6,1,Claudia Ancilotti ,Orvieto 
CA 1284,Q17,1,Claudia Ancilotti ,Fortuna 
CA 1286,Q17,6,Claudia Ancilotti , Venus 
CA 1287,Q17,0,,
CA 1288,P3,1,Claudia Ancilotti ,Speranza 
CA 1291,P3,1,Claudia Ancilotti ,Amore Mio 
CA 1301,I6,24,Claudia Ancilotti ,Gubbio 
CA 1302,I6,28,Claudia Ancilotti ,Lucca 
CA 1315,I6,64,Claudia Ancilotti ,Orchid I
CA 1316,I6,63,Claudia Ancilotti ,Orchid II
CA 1319,I6,68,Claudia Ancilotti ,Tosca 
CA 1320,I7,52,Claudia Ancilotti ,Salome 
CA 1327,Q17,1,,
CA 1328,Q17,1,,
CA 1329,Q17,1,Claudia Ancilotti ,Oleandro 
CA 1330,Q17,1,,
CA 1335,H2,1,Claudia Ancilotti ,Limone 
CA 1336,H2,1,Claudia Ancilotti ,Arancia 
CA 1347,V18,1,Claudia Ancilotti ,Agilo 
CA 1348,V18,1,Claudia Ancilotti ,Peperoncini 
CA 1349,V18,1,Claudia Ancilotti ,Cipolla 
CA 1363,P3,3,Claudia Ancilotti ,Dante 
CA 1364,P3,4,Claudia Ancilotti ,Leopardi 
CA 1370,P3,3,Claudia Ancilotti ,Monte Rosso Al Mare 
CA 1372,P3,1,,
CA 1373,I7,1,Claudia Ancilotti ,Firenze 
CA 1374,I7,1,Claudia Ancilotti ,Verona 
CA 1376,H2,1,Claudia Ancilotti ,Orvieto 
CA 1379,Q17,2,Claudia Ancilotti ,Umbria 
CA 1380,Q17,1,Claudia Ancilotti , Veneto
CA 1473,H2,1,Claudia Ancilotti ,Firenze 
CA 1474,H2,1,Claudia Ancilotti ,Verona 
CA 1527,I7,44,Claudia Ancilotti ,Cocco
CA 1527D,H2,39,Claudia Ancilotti ,Cocco
CA 1528,I7,64,Claudia Ancilotti ,Palma 
CA 1528D,H2,16,Claudia Ancilotti ,Palma 
CA 1529,I7,49,Claudia Ancilotti ,Oleandro 
CA 1529D,H2,21,Claudia Ancilotti ,Oleandro 
CA 1530,I8,18,Claudia Ancilotti ,Olivo
CA 1530D,H2,11,Claudia Ancilotti ,Olivo
CA 1531,I8,41,Claudia Ancilotti ,Rossini
CA 1531D,H2,4,Claudia Ancilotti ,Rossini
CA 1532,I8,82,Claudia Ancilotti ,Pucchini 
CA 1533,I9,8,Claudia Ancilotti ,Medici 
CA 1533D,H2,18,Claudia Ancilotti ,Medici 
CA 1534,I9,3,Claudia Ancilotti ,Carsini 
CA 1534D,H2,13,Claudia Ancilotti ,Carsini 
CA 1539,I9,3,,
CA 1540,I9,28,Claudia Ancilotti ,Ortensia 
CA 1542,I9,2,,
CA 1547,I9,2,Claudia Ancilotti ,Agilo 
CA 1548,I9,1,Claudia Ancilotti ,Peperoncini 
CA 1549,I9,2,Claudia Ancilotti ,Cipolla 
CA 1550,I9,1,Claudia Ancilotti ,Cipolla Rosa 
CA 2008,T1,3,Claudia Ancilotti ,Casablanca 
CA 2009,W13,1,Claudia Ancilotti ,Granada 
CA 2011,S4,2,Claudia Ancilotti ,London 
CA 2012,S4,2,Claudia Ancilotti ,Florence 
CA 2013,S22,7,Claudia Ancilotti ,Sevilla 
CA 2014,S22,10,Claudia Ancilotti ,Marbella 
CA 2018,W13,1,Claudia Ancilotti ,Gabriella 
CA 2020,W13,1,,
CA 2021,W13,1,Claudia Ancilotti ,Giulietta 
CA 2022,W13,2,Claudia Ancilotti ,Bella Bianca 
CA 2023,W13,4,Claudia Ancilotti , Montalbano 
CA 2024,W13,4,Claudia Ancilotti ,Montalcino 
CA 2025,S22,1,Claudia Ancilotti , Villa Nobile 
CA 2027,T1,0,,
CA 2029,W13,2,Claudia Ancilotti ,Lotus 
CA 2031,W13,3,Claudia Ancilotti ,Orchid 
CA 2032,W13,3,Claudia Ancilotti ,Villa Lungarotti 
CA 2034,V2,1,Claudia Ancilotti ,Solferino 
CA 2035,V2,1,Claudia Ancilotti ,Montefalco 
CA 2036,V2,2,Claudia Ancilotti ,Portofino 
CA 2037,V2,1     K,Claudia Ancilotti ,Viareggio 
CA 2038,M9,3,Claudia Ancilotti ,Sinalunga 
CA 2039,M9,2,Claudia Ancilotti ,Ravenna 
CA 2040,V2,1,Claudia Ancilotti ,Montecastello I
CA 2041,V2,1,Claudia Ancilotti ,Montecastello II 
CA 2042,V2,1,,
CA 2043,M4,1,Claudia Ancilotti ,ill Castillo 
CA 2050,T7,1,Claudia Ancilotti ,Coconut Palm 
CA 2051,T7,1,Claudia Ancilotti ,Banana Palm 
CA 2052,V2,1,Claudia Ancilotti ,Island Palm 
CA 2053,V2,1,Claudia Ancilotti ,Tropic Palm
CA 2054,M9,0,Claudia Ancilotti ,
CA 2055,M9,1,Claudia Ancilotti ,Pallazzo Antinori 
CA 2056,W13,1,Claudia Ancilotti ,Luxury 
CA 2057,W13,1,Claudia Ancilotti ,Nostalgia 
CA 2058,P3,1,,
CA 2060,V2,2,Claudia Ancilotti ,Bamboo Moon I
CA 2061,V2,3,Claudia Ancilotti ,Bamboo Moon II
CA 2062,V2,1,Claudia Ancilotti ,Bamboo Moon III
CA 2063,S5,5,Claudia Ancilotti ,Bronze Bamboo 
CA 2064,V2,2,Claudia Ancilotti ,Portobello I 
CA 2065,S5,2,Claudia Ancilotti ,Portobello II
CA 2066,V2,2,Claudia Ancilotti ,Portobello III 
CA 2068,S5,2,Claudia Ancilotti ,Piombino 
CA 2069,S5,3,Claudia Ancilotti ,Carrara
CA 2070,W13,1,Claudia Ancilotti ,Montisoni 
CA 2075,H3,2,Claudia Ancilotti ,Red China 
CA 2078,M9,2,Claudia Ancilotti ,Red Bamboo
CA 2079,M9,3,Claudia Ancilotti ,Red Flowers 
CA 2080,M9,1,Claudia Ancilotti ,Golden Round
CA 2081,M9,1,Claudia Ancilotti ,Golden Square 
CA 2090,S5,2,Claudia Ancilotti ,Springtime 
CA 2091,V2,1,Claudia Ancilotti ,Green Day I 
CA 2094,S5,1,Claudia Ancilotti ,Sultane 
CA 2095,S5,1,Claudia Ancilotti ,Arabesque 
CA 2098,S5,1,Claudia Ancilotti ,Porta Antica 
CA 2099,S5,1,Claudia Ancilotti ,Vicolo Antica 
CA 2103,O1A,22,Claudia Ancilotti ,Roma 
CA 2106,O1A,15,Claudia Ancilotti ,Vienna 
CA 2107,O3B,12,Claudia Ancilotti ,Venice 
CA 2108,O3B,8,Claudia Ancilotti ,Casablanca 
CA 2111,Q17,36,Claudia Ancilotti ,London 
CA 2112,Q17,25,Claudia Ancilotti ,Florence 
CA 2113,Q18,33,Claudia Ancilotti ,Sevilla 
CA 2114,Q18,27,Claudia Ancilotti , Marbella 
CA 2117,P3,2,Claudia Ancilotti ,Loretta 
CA 2118,P3,2,Claudia Ancilotti ,Gabriella 
CA 2119,P3,2,Claudia Ancilotti ,Rosella 
CA 2120,P3,7,Claudia Ancilotti ,Nicoletta 
CA 2121,P3,1,Claudia Ancilotti ,Giulietta 
CA 2122,P3,5,Claudia Ancilotti ,Bella Bianca 
CA 2125,Q1,1,Claudia Ancilotti ,Villa Nobile 
CA 2126,Q1,1,Claudia Ancilotti ,Villa Belvedere 
CA 2134,O1A,4,Claudia Ancilotti , Solferino 
CA 2135,O1A,5,Claudia Ancilotti ,Montefalco 
CA 2136,O1A,4,Claudia Ancilotti ,Portofino 
CA 2137,O1A,4,Claudia Ancilotti ,Viareggio 
CA 2143,S5,1,Claudia Ancilotti ,Il Castillo 
CA 2144,H22,1,Claudia Ancilotti ,Bocca Bella 
CA 2145,V18,1,Claudia Ancilotti , Portobello 
CA 2146,P3,1,Claudia Ancilotti ,Salerno 
CA 2147,P3,1,Claudia Ancilotti ,Palermo 
CA 2149,P3,1,Claudia Ancilotti ,Portofino 
CA 2150,V2,0,,
CA 2151,V2,0,,
CA 2154,H3,1,Claudia Ancilotti ,Villa Agnelli
CA 2155,H3,1,Claudia Ancilotti ,Palazzo Antinori 
CA 2157,P3,1,Claudia Ancilotti ,Nostalgia 
CA 2160,O1A,5,Claudia Ancilotti ,Bamboo Moon I
CA 2161,O1A,5,Claudia Ancilotti ,Bamboo Moon II
CA 2162,O1A,5,Claudia Ancilotti ,Bamboo Moon III
CA 2168,H22,1,,
CA 2170,P4,1,,
CA 2171,P4,1,,
CA 2178,I9,6,Claudia Ancilotti ,Red Bamboo
CA 2179,I9,5,Claudia Ancilotti ,Red Flowers 
CA 2182,I9,5,Claudia Ancilotti ,Café Au Lait
CA 2183,I9,4,Claudia Ancilotti ,Tea For Two
CA 2184,I9,5,Claudia Ancilotti ,Coffee To Go
CA 2185,I9,5,Claudia Ancilotti ,Cappuccino E Espresso 
CA 2187,H22,1,Claudia Ancilotti ,Muscat 
CA 2188,H22,1,Claudia Ancilotti ,Ming 
CA 2209,W13,3,Claudia Ancilotti ,Granada 
CA 2210,W13,3,Claudia Ancilotti ,Madrid 
CA 2213,H3,1,Claudia Ancilotti ,Sevilla 
CA 2218,Q18,1,Claudia Ancilotti ,Gabriella 
CA 2220,Q18,5,Claudia Ancilotti ,Nicoletta 
CA 2221,Q18,5,Claudia Ancilotti ,Giulietta 
CA 2222,Q18,6,Claudia Ancilotti ,Bella Bianca 
CA 2223,Q1,1,Claudia Ancilotti ,Montalbano 
CA 2224,Q1,1,Claudia Ancilotti ,Montalcino 
CA 2243,H22,1,Claudia Ancilotti ,Il Castillo 
CA 2246,Q18,1,Claudia Ancilotti ,Salerno 
CA 2247,Q18,1,Claudia Ancilotti ,Palermo 
CA 2248,Q18,1,Claudia Ancilotti ,Ravello
CA 2249,Q18,1,Claudia Ancilotti ,Portofino 
CA 2258,H3,1,Claudia Ancilotti ,Glamour
CA 2259,H3,1,Claudia Ancilotti ,Elegance 
CA 2294,Q18,1,Claudia Ancilotti ,Sultane 
CA 2295,Q18,1,Claudia Ancilotti ,Arabesque 
CA 2296,Q18,1,Claudia Ancilotti ,Oriental 
CA 2297,Q18,1,Claudia Ancilotti ,Royal 
CA 2309,H3,4,Claudia Ancilotti ,Granada 
CA 2310,H3,4,Claudia Ancilotti ,Madrid 
CA 2311,P4,11,Claudia Ancilotti ,London 
CA 2312,P4,1       Κ,,
CA 2313,H3,32,Claudia Ancilotti ,Sevilla 
CA 2314,H3,22,Claudia Ancilotti ,Marbella 
CA 2315,P4,18,Claudia Ancilotti ,Eleganza 
CA 2316,P4,17,Claudia Ancilotti ,Bellezza
CA 2321,W13,2,Claudia Ancilotti ,Giulietta 
CA 2330,P4,8,Claudia Ancilotti ,Ginger 
CA 2331,P4,8,Claudia Ancilotti ,Orchid
CA 2332,W13,8,Claudia Ancilotti ,Villa Lungarotti 
CA 2333,W13,6,Claudia Ancilotti ,Palazzo Antinori 
CA 2356,H3,1,Claudia Ancilotti ,Luxury 
CA 2357,H3,1,Claudia Ancilotti ,Nostalgia 
CA 2369,W13,1,Claudia Ancilotti ,Carrara
CA 2372,P4,1,Claudia Ancilotti ,Leaf Lounge 
CA 2411,H3,18,Claudia Ancilotti ,London 
CA 2412,H3,16,Claudia Ancilotti ,Florence 
CA 2709,H25,6,Richard Franklin ,Paetus 
CA 2757,H25,6,Annrika James McCavitt, Messenger Of Spring 
CA 2774,H25,1,Elizabeth Robbins , Glided Lily I 
CA 2779,H25,9,Guy Buffet , Monsieur Edgar 
CA 2786,M26,7,Phillip Craig, Hidecote Afterglow 
CA 2989,M26,3,Meng , Grand Irises 
CA 3001,S5,3,Claudia Ancilotti ,Zanzibar 
CA 3002,S5,3,Claudia Ancilotti ,Mauritius  
CA 3010,P4,1,,
CA 3011,S5,2,Claudia Ancilotti ,Indian Summer 
CA 3012,S5,2,Claudia Ancilotti ,Summer Spirit 
CA 3013,T1,1,Claudia Ancilotti ,Buddha Lounge 
CA 3014,T1,3,Claudia Ancilotti ,Egyptian Lounge 
CA 3017,H3,1,Claudia Ancilotti ,Novalis
CA 3018,H3,1,Claudia Ancilotti ,Oasis 
CA 3019,T1,0,,
CA 3020,T1,2,Claudia Ancilotti ,Baroque Magnolia 
CA 3021,S5,2,Claudia Ancilotti ,White WaterLilly 
CA 3022,S5,4,Claudia Ancilotti ,White Magnolia 
CA 3027,W13,6,Claudia Ancilotti ,Black Glamour 
CA 3028,W13,2,,
CA 3029,W13,1,,
CA 3030,T1,1,Claudia Ancilotti ,Momenti Di Toscana 
CA 3032,S5,1,Claudia Ancilotti ,Botticelli 
CA 3033,S5,0,,
CA 3034,S5,1,Claudia Ancilotti ,La Crete 
CA 3036,N24,1,Claudia Ancilotti ,Marella
CA 3037,N24,1,Claudia Ancilotti ,Emanuele
CA 3038,N24,1,Claudia Ancilotti ,Taormina 
CA 3039,N24,1,Claudia Ancilotti ,Palermo 
CA 3047,W13,11,Claudia Ancilotti ,Black Luxury 
CA 3048,T1,2,,
CA 3049,W13,4,Claudia Ancilotti ,Golden Sunset 
CA 3050,W13,5,Claudia Ancilotti , Golden Lily 
CA 3051,T1,5,Claudia Ancilotti ,Angelina 
CA 3052,T1,4,Claudia Ancilotti ,Red Pompon 
CA 3054,T1,5,Claudia Ancilotti ,Zen
CA 3055,S22,3,Claudia Ancilotti , Silence 
CA 3056,S22,3,Claudia Ancilotti , Purity 
CA 3060,T1,0,,
CA 3061,S4,3,,
CA 3062,S4,1,,
CA 3069,S22,1,Claudia Ancilotti ,Purple Balloon 
CA 3070,S4,3,,
CA 3071,T1,9,Claudia Ancilotti ,Cinderella 
CA 3109,Q1,1,Claudia Ancilotti ,Sanssouci 
CA 3110,Q1,1,Claudia Ancilotti ,Belvedere
CA 3123,S5,2,Claudia Ancilotti ,Mombasa 
CA 3124,S5,2,Claudia Ancilotti ,Nairobi 
CA 3132,G21,1,Claudia Ancilotti ,Botticelli 
CA 3133,G21,1,Claudia Ancilotti ,Rosselli 
CA 3134,G21,1,Claudia Ancilotti ,La Crete 
CA 3135,G21,1,Claudia Ancilotti ,La Maremma 
CA 3205,Q1,1,Claudia Ancilotti ,Arabesque 
CA 8079,M26,12,Linda Thompson  ,Primrose On A Sideboard
CA 8080,M26,9,Linda Thompson  , Hiacinth On A Sideboard 
CA 8100,M26,3, Meng , Nature's Taperstry II 
CA 8711,V23,4,Malcom Surridge ,Sky High 
CAP 1001,Q1,1,Cassandra Power  ,Fiona 
CAP 1002,P5,1,Cassandra Power  ,Charmeuse 
CAP 1004,S5,1,Cassandra Power  ,Campanella
CAP 1005,S5,1,Cassandra Power  ,Celsiana 
CAP 1006,S5,1,Cassandra Power  ,Romance I
CAP 1007,S5,1,Cassandra Power  ,Romance II
CAP 1008,S5,1,Cassandra Power  ,Poesie I
CAP 1009,S5,1,Cassandra Power  ,Poesie II
CAP 1010,Q1,1,Cassandra Power  ,The First  
CAP 1011,Q1,1,Cassandra Power  ,Sensation  
CAP 1012,P5,1,Cassandra Power  ,Mon Cherie 
CAP 1013,P5,1,Cassandra Power  ,Tete A Tete 
CAP 1015,P5,1,Cassandra Power  ,Florentina 
CAP 1016,S5,1,Cassandra Power  ,La Paloma 
CAP 1018,S5,1,Cassandra Power  ,Duchees
CAP 1020,S5,1,Cassandra Power  ,Sunrise 
CAP 1103,H22,1,,
CAP 1105,H22,1,Cassandra Power  ,Celsiana 
CAP 1106,H22,1,Cassandra Power  ,Romance I
CAP 1107,H22,1,Cassandra Power  ,Romance II
CAP 1114,P5,1,Cassandra Power  ,Valencia 
CAP 1116,P5,1,Cassandra Power  ,La Paloma 
CAP 1117,P5,1,Cassandra Power  ,Acapella 
CAP 1214,Q1,1,Cassandra Power  , Valencia 
CAV 43,S30,4,,
CFA 161,C2,3,Carl Frederic ,Lodge On Lake Como
CFA 3066,C2,1,Carl Frederic ,Pergola In Amalfi 
CFA 3068,C2,1,Carl Frederic , View To The Amalfi Coast 
CFL 6004,D5,3,Colin Floyd ,Tuscany I
CFL 6005,D5,2,Colin Floyd , Tuscany II 
CHB 5937,B23,1,Christina Baker , Bona Fide I
CHB 5938,B23,2,Christina Baker , Bona Fide II
CLA 1001,V2,1,Clare Lake , Teal Lily 
CLA 1002,V2,1,Clare Lake ,Teal Iris 
CLA 1003,V2,1,Clare Lake , Teal Poppy 
CLA 1101,O1A,1,Clare Lake , Teal Lily 
CLA 1102,O1A,1,Clare Lake ,Teal Iris 
CLA 1103,O1A,1,Clare Lake , Teal Poppy 
CLE 1102,Q1,1,Claudia Lermer ,Expressive Formation 
CLE 1104,Q1,1,Claudia Lermer , Combination Of Forms 
CLR 1479,B23,1, Claudio Rabino ,Vallata In Fiore 
CLR 1481,B23,1, Claudio Rabino ,Colle Fiorito
CLR 1482,B23,19, Claudio Rabino ,Campo In Estate 
CLR 1483,B23,15, Claudio Rabino ,Prati In Fiore 
CMO 1003,H4,1,Carla Moresca , Amoretto III
CMO 1004,H4,3,Carla Moresca , Amoretto IV
CMO 1005,H4,2,Carla Moresca , Amoretto V
CMO 1008,H4,4,Carla Moresca , Amoretto VIII
CMO 1014,R17,2,Carla Moresca ,Amoretti Giocosi 
CNA 1001,S5,1,C. Namaz ,Soul Mates 
CNA 1002,S5,1,C. Namaz ,A Little Tenderness
CNA 1003,S5,1,C. Namaz ,Missing You 
CNA 1004,S5,1,C. Namaz ,I Care For You 
CNA 1006,W14,1,C. Namaz ,Satin Glass 
CNA 1012,W14,1,C. Namaz , Two In Constrast To Red 
CNA 1013,S5,1,C. Namaz ,Two White Callas 
CNA 1014,S5,1,C. Namaz ,Two White Poppies 
CR 1001,V2,1,Carla Raadsveld ,Heads Up !
CR 1002,V2,1,Carla Raadsveld ,Leaning On You 
CR 1003,V2,1,Carla Raadsveld ,Third Generation 
CRC 6687,M16,2,Cam Richards ,Every Picture Tells A Story
CRC 6696,M16,2,Cam Richards , Revolve
CRM 5619,B20,1,Cristina Mavaracchio ,The Academy
CRM 5620,W4,3,Cristina Mavaracchio ,The debut 
CRM 5621,W4,0,,
CRM 5621,T15,4,,
CRS 6697,M16,2,,
CRS 6698,M16,2,,
CSD 4473,D8,1,Chris Donovan ,Supreme II 
CSD 4475,B26,0,,
CSD 5001,C3,1,Chris Donovan ,Dharma I 
CSD 5002,C3,1,Chris Donovan ,Dharma II
CSD 5003,V25,5,Chris Donovan ,Dharma I 
CSD 5033,N16,3,Chris Donovan ,Moroccan Nights I
CSD 5034,N16,3,Chris Donovan ,Moroccan Nights II
